Unnamed: 0,Datetime,Tweet
265,2015-02-23 23:59:59+00:00,Keonta is tripping 😩😩😩 I just want some apple juice
266,2015-02-23 23:59:50+00:00,I thought Emani was supposed to Stan apple
267,2015-02-23 23:59:47+00:00,"Apple’s new, diverse emojis are great. They were no use to me when tweeting about the Oscars but they're great. #PointsMe"
268,2015-02-23 23:59:44+00:00,"If Apple runs their car business with the same level of DRMs as their phones, they will fail very quickly."
269,2015-02-23 23:59:41+00:00,It was the apple guys last day when he said I needed a new phone so apparently he was just messing with us 😂 @Emma_brockley
270,2015-02-24 23:59:56+00:00,Yellow emojis are sorda racist. Asians don't identify themselves as yellow. Try again Apple lol
271,2015-02-24 23:59:56+00:00,RT @CommsExpress RT&amp;F #CommsNetgear &amp; you could #win 1 of 3 Apple iPod Nano's  #competition
272,2015-02-24 23:59:39+00:00,My cinnamon apple you know you did me wrong
273,2015-02-24 23:59:27+00:00,Forbidden fruit watch for the Adams apple!
274,2015-02-24 23:59:26+00:00,I just called apples carrots *facepalm*
275,2015-02-25 23:59:52+00:00,"After talking about digital wallets on our podcast today. I reminded how far behind Apple, Google is."
276,2015-02-25 23:59:45+00:00,And my mom bought apple juice 😭👏👏👏
277,2015-02-25 23:59:10+00:00,"With Apple Watch, your favorite online harassment group can follow you everywhere you go."
278,2015-02-25 23:58:57+00:00,Watching #Citizenfour and starting to regret giving Apple my fingerprint.
279,2015-02-25 23:58:54+00:00,APPLE BOTTOM JEANS BY STEVE JOBS.
280,2015-02-26 23:59:32+00:00,"Between GDC, Mobile World Congress, and Apple's watch launch event, the first 10 days of March are going to be filled with news!"
281,2015-02-26 23:59:25+00:00,Thanks apple😄😒
282,2015-02-26 23:59:24+00:00,What if Elon Musk became a board member of Apple?
283,2015-02-26 23:59:13+00:00,"Today's news in a tweet:

Apple sent invites to watch llamas spring forward while being considered a utility by the U.S. government."
284,2015-02-26 23:59:09+00:00,Talking with @FromtheLandofKS business owners in the little apple.
285,2015-02-27 23:59:52+00:00,Currently eating jello and a Carmel Apple
286,2015-02-27 23:59:49+00:00,"Apple Bee's w/ Chelciee, Amari, Meisha &amp; Redd."
287,2015-02-27 23:59:01+00:00,I want a Carmel Apple 🍎
288,2015-02-27 23:58:37+00:00,Second apple today. Seriously soo good
289,2015-02-27 23:58:30+00:00,"My iPhone can't spell ""fuck"" or ""fucking"" but it knows how to spell Allah Akbar. Way to go Apple."
290,2015-02-28 23:59:59+00:00,I think I'm gonna go to McDonald's and get a caramel sundae and 2 apple pies later😋
291,2015-02-28 23:59:56+00:00,"💫 @camerondallas 💫
   i will stop loving you
when an apple grows
     on a mango tree
   on february 30.
          🌟
#CamsFollowingSpree 2"
292,2015-02-28 23:59:47+00:00,picky ass people with food make me mad lol how do u not like fritos or apple empanadas. beggers cant be choosers😂😩
293,2015-02-28 23:59:42+00:00,Apple juice for the win
294,2015-02-28 23:59:38+00:00,"Please @Apple, buy an MVNO. And @Google, hurry up with those plans to launch yours. Mobile internet and telecom industry needs a shakeup."
295,2015-03-01 23:59:52+00:00,"Sorry to say this but, since Steve Jobs passed away, Apple has been a huge disappointment."
296,2015-03-01 23:59:44+00:00,A cold apple would be life right now!
297,2015-03-01 23:59:20+00:00,I won't be impressed with Apple until you can do a three way FaceTime call
298,2015-03-01 23:59:18+00:00,Crown Apple and Sprite is bad ass @89Pena
299,2015-03-01 23:58:59+00:00,Dat crown apple clutch...
300,2015-03-02 23:59:59+00:00,fiona apple is the best apple there is
301,2015-03-02 23:59:51+00:00,Apple Butts #BuyOurShirtDefeatthePoliceState Andy Frogg america funds terrorism spanx terrorism freedom
302,2015-03-02 23:59:46+00:00,I could eat apples &amp; peanut butter all day 😩👅
303,2015-03-02 23:59:37+00:00,Copping some Crown Apple Wednesday....shit is 🔥
304,2015-03-02 23:59:06+00:00,Why. Cant. I. Make. A. New. Apple. ID.
305,2015-03-03 23:59:57+00:00,I ate a chicken strip and now I feel terrible. I should've just eaten an apple
306,2015-03-03 23:59:52+00:00,Oh wow there was still apple juice in the cup on my nightstand what a nice surprise
307,2015-03-03 23:59:41+00:00,apple bottom jeans jeans boots with the fur with the fur
308,2015-03-03 23:59:31+00:00,the lady sitting beside me smells like licorice and sour apple and cookies idk
309,2015-03-03 23:59:20+00:00,Just bought a Pebble Time because I need a wearable with notifications &amp; running apps. I'm sure that Apple Watch will dominate but not 1.0
310,2015-03-04 23:59:57+00:00,".@tim_cook with all of Apple's innovation and fancy technology, why can't y'all make a charger more than 2 ft long? #UncomfortablePositions"
311,2015-03-04 23:59:51+00:00,My name is Jeffy and I like apples
312,2015-03-04 23:59:39+00:00,craving apples &amp; peanut butter
313,2015-03-04 23:59:26+00:00,lmao Apple eating garlic bread crunch on snapchat 😂
314,2015-03-04 23:59:23+00:00,Apple pie 😍😍
315,2015-03-05 23:59:54+00:00,Lol tried to select some texts and forgot that that feature is just trolling from apple in iOS 8
316,2015-03-05 23:59:46+00:00,Apple juice is the best
317,2015-03-05 23:59:38+00:00,Ugh! My #macbookpro is dying at the worst possible time! #Apple HELLLLLP!!!!!!
318,2015-03-05 23:59:35+00:00,"People who are crazy enough to think they can change the world, are the ones who do.
-Apple"
319,2015-03-05 23:59:33+00:00,Still can't decipher between Apple &amp; Android.
320,2015-03-06 23:59:48+00:00,Oliver just dipped an apple in ketchup..
321,2015-03-06 23:59:42+00:00,if jack gilinsky were a fruit he'd be a fine-apple
322,2015-03-06 23:59:26+00:00,"Dear AMC, 
If you are going to crudely color all blood candy apple red, please, don't play Braveheart
Sincerely,
Movie fans everywhere"
323,2015-03-06 23:59:23+00:00,Apple headsets par container by india: SWqm
324,2015-03-06 23:59:11+00:00,I hate Apple iPhone chargers 😑
325,2015-03-07 23:59:57+00:00,apples #KCA #VoteLittleMixUK
326,2015-03-07 23:59:51+00:00,Apple cider cheese is divine 👌👌
327,2015-03-07 23:59:32+00:00,Why google and apple are interested in cars and automated driving? Because while you drive you neither use your smartphone or browse
328,2015-03-07 23:59:29+00:00,RT @AudreyMeaghan: Crown Apple is so trash.&lt;-- spam.
329,2015-03-07 23:59:06+00:00,"I am so ready for the apple watch to come out, oh my goodness."
330,2015-03-08 23:59:49+00:00,#Lt Dutch Apple pie and Vanilla ice cream for dessert. 😋
331,2015-03-08 23:59:36+00:00,Apple event. Tomorrow. New MacBooks? Maybe.
332,2015-03-08 23:59:33+00:00,Apple should stop being bitches and let their emotes be used everyone by everyone.
333,2015-03-08 23:59:28+00:00,Can Apple stop releasing new iphones every three minutes.
334,2015-03-08 23:59:19+00:00,I'll just wait for the Apple Watch in 2015.
335,2015-03-09 23:59:59+00:00,"""Drink apple cider, and vinegar, I don't know what I'm saying."" - @CrawfordCollins"
336,2015-03-09 23:59:58+00:00,APPLE CIDER REDIC ELPPA
337,2015-03-09 23:59:57+00:00,Nixon is still better than that Apple watch shit
338,2015-03-09 23:59:50+00:00,The answer 42.  The number of pixels in height that Apple takes for the time at the top of the Apple Watch...
339,2015-03-09 23:59:47+00:00,Gold Apple watch u shall be mine #swag
340,2015-03-10 23:59:52+00:00,I will be purchasing the apple watch. 😍
341,2015-03-10 23:59:51+00:00,Pro life tip: an apple a day keeps anyone away if you throw it hard enough.
342,2015-03-10 23:59:50+00:00,"My daughter loves ""Apple bottom jeans"", but who can really blame her"
343,2015-03-10 23:59:47+00:00,👈 won't be getting that Apple watch
344,2015-03-10 23:59:41+00:00,I take it ResearchKit cannot count how many times we use Apple Pay to get Coke out of vending machines faster.
345,2015-03-11 23:59:47+00:00,The apple watches are dope
346,2015-03-11 23:59:45+00:00,We would have totally knocked out that apple...
347,2015-03-11 23:59:41+00:00,Just got a new iPhone5s #apple #iliketheolddesignbetter :)
348,2015-03-11 23:59:40+00:00,"Today:  5 apples, 2 maruchan instant lunch, 12oz tuna, 2 double shots ~= 1590 calories.  Which seems about right."
349,2015-03-11 23:59:37+00:00,Bought a fruit called apple pear and bought it cause it seemed cool. Turned out to be a Korean pear. #REALLY #WHY
350,2015-03-12 23:59:56+00:00,"Apple juice fallin from her lips, took a lil sip."
351,2015-03-12 23:59:52+00:00,Still can't decide between @Pebble Steel or Apple Watch 😑 #wishapplewatchlastedmorethanaday
352,2015-03-12 23:59:27+00:00,Ally is my best friend cinnamon apple fo life👭✨👽💖 @ally_wr
353,2015-03-12 23:59:25+00:00,I NEED one of those apple watches
354,2015-03-12 23:59:18+00:00,"I be up so high, trying to get a piece of that Apple pie....."
355,2015-03-13 23:59:54+00:00,Get your shit together Apple
356,2015-03-13 23:59:49+00:00,I WALK INTO MY LIVING ROOM AND FIND THE WHOLE APPLE PIE I JUST BOUGHT SMASHED INTO THE CARPET I JUST CLEANED. 😡 #DontEverHaveTwins
357,2015-03-13 23:59:45+00:00,"Apple bees turn up right now. Drakes in the kitchen hitting the 360, chef curry stuff. Come party."
358,2015-03-13 23:59:45+00:00,"Punky Colour Hair Dye for $5. Apple Green, Black, Red, Orange. None used."
359,2015-03-13 23:59:41+00:00,sound from my MBP fan seems louder after Apple released its fanless MacBook
360,2015-03-14 23:59:54+00:00,"Ok ya se me puso la app del apple watch ya ndmas me falta el apple watch , chido."
361,2015-03-14 23:59:16+00:00,The Apple store smells like onions.
362,2015-03-14 23:59:11+00:00,My phone only updated to just install Apple Watch...like I thought there would be a little more
363,2015-03-14 23:59:06+00:00,all i smell is APPLES! 💀 @Lydiadahshit @HelloCarobi @qveenkamara
364,2015-03-14 23:59:00+00:00,Eating apples hurts my gums🍎
365,2015-03-15 23:59:50+00:00,Got some Crown Apple in there but after that episode yesterday I’m afraid to touch it
366,2015-03-15 23:59:34+00:00,Mom had homemade apple pie ready right when I walked in the door!😍 #SheIsTheRealMvp
367,2015-03-15 23:59:33+00:00,Has Apple lost its religion of simplicity?: Apple CEO Tim Cook introduces the Apple Watch. Image: CNET/James Martin. Most of the comp...
368,2015-03-15 23:59:33+00:00,Has Apple lost its religion of simplicity?
369,2015-03-15 23:59:17+00:00,You bob for apples in the toilet... And you LIKE it!
370,2015-03-16 23:59:55+00:00,"dude fuck honeycrisps, fuji apples are the best"
371,2015-03-16 23:59:53+00:00,"Hour 24 without phone: still no phone, feel disconnected from the world not mad just disappointed with #apple #findmyiphone #verizon"
372,2015-03-16 23:59:51+00:00,One thing to always remember with statistics: Comparing the Big 12 to the MAAC is apples to oranges. All gets settled on the court.
373,2015-03-16 23:59:40+00:00,Apple and these useless apps you can't delete
374,2015-03-16 23:59:38+00:00,"You the apple of my eye, &amp;' I got you spoiled rotten 😘"
375,2015-03-17 23:59:57+00:00,Headed to apple Beees 😍
376,2015-03-17 23:59:57+00:00,Boy with Apple
377,2015-03-17 23:59:52+00:00,Oh look…an Apple Watch icon that I can’t delete. I’m sure that will work for some people.
378,2015-03-17 23:59:27+00:00,"She blessed tha game wit dat green apple slush ✊

#NSGT💯"
379,2015-03-17 23:59:23+00:00,Just found and Apple Watch app on my phone. Is this happening?
380,2015-03-18 23:59:55+00:00,From 9To5Mac:  Apple seeds Safari 7.1.5 and 6.2.5 betas to developers for Mavericks and Mountain Lion
381,2015-03-18 23:59:20+00:00,Crown Royal Apple is my new Henness🙌
382,2015-03-18 23:59:08+00:00,"Clean Eating Grocery List : Fruit
• Apples 
• Berries
• Cherries
• Cranberries
• Grapefruit
• Lemons
• Limes
• Mango Melons
• Oranges"
383,2015-03-18 23:59:05+00:00,Look at me over here eating an apple instead of chips (':
384,2015-03-18 23:58:58+00:00,does anyone want an apple
385,2015-03-19 23:59:58+00:00,"Bilal: me and my bitch took a little trip. down to the garden, took a little dip. Apple juice falling from her lips took a little sip. oh no"
386,2015-03-19 23:59:49+00:00,Hardest decision of the night was choosing Apple cider or cinnamon Jack Daniels..
387,2015-03-19 23:59:45+00:00,I'm buying this apple watch $400 or not 😂
388,2015-03-19 23:59:41+00:00,YOU WAS MY BABY MY FUCKIN CINNAMON APPLE
389,2015-03-19 23:59:15+00:00,"I would love to work at Costa, Vue or Apple"
390,2015-03-20 23:59:57+00:00,Wine and cheese with @Super_apple for #gleefinale #readytocry
391,2015-03-20 23:59:54+00:00,"Sprite, 5 bottles of water, Apple juice, and Gatorade.. This sickness is going to go away. 😷"
392,2015-03-20 23:59:51+00:00,Apple @MyLifeIsSelG @LifeWithSelG @selenagomez  #VoteSelenaGomez #KCA
393,2015-03-20 23:59:22+00:00,On hold with Apple Inc.  my macbook pro is sick....
394,2015-03-20 23:59:20+00:00,Apple jews&gt;orange jews
395,2015-03-21 23:59:49+00:00,Someone wanna bring me a plain caramel apple to work because I'm having a really shitty day/life?
396,2015-03-21 23:59:46+00:00,DANA IS FUCKING CINNAMON APPLE MATERIAL
397,2015-03-21 23:59:17+00:00,"Put a splash of Apple juice in papis water today, such a big boy !"
398,2015-03-21 23:59:10+00:00,Listen to soundbites of every song I spun on latest Radio Crystal Blue podcasts with @ClammrApp (Apple devices) Join and add radiocblue
399,2015-03-21 23:59:00+00:00,its been six hours and my battery only went down by 17% i dont understand apple products
400,2015-03-22 23:59:58+00:00,i luv apples
401,2015-03-22 23:59:47+00:00,"#TechNews Apple brass, including its chief, Timothy D. Cook, are throwing their weight behind the unauthorized biography of Mr. Jobs,..."
402,2015-03-22 23:59:41+00:00,"Cream pie?  I'm not a big cream pie fan, I'm more of an apple pie fan."
403,2015-03-22 23:59:37+00:00,"Reason 49586 that android is better than apple: with lollipop it has a hidden version of ""flappy bird"" android style 😎"
404,2015-03-22 23:59:33+00:00,Fine apple😂
405,2015-03-23 23:59:57+00:00,Thank God I can figure out most problems with my phone by myself because Apple is zero help
406,2015-03-23 23:59:57+00:00,"got my pineapples , celery , apples &amp; caramel 🙌😍"
407,2015-03-23 23:59:35+00:00,"fffThey’re talking about a fantasy
They’re making up a story
so that they can control #가인 you #apple and me"
408,2015-03-23 23:59:29+00:00,"ffThey’re talking about a fantasy
They’re making up a story
so that they can control #가인 you #apple and me"
409,2015-03-23 23:59:28+00:00,The rotten apple injures its neighbour.  Italian Proverb :0
410,2015-03-24 23:59:59+00:00,What's the best external hard drive to get? And for a reasonable price. #Ask #AskTwitter #Harddrive #Mac #Apple #MacBookPro @AppIeOfflciaI_
411,2015-03-24 23:59:58+00:00,Death Code- by Kurt Lawrence is only available as an electronic book at Apple iBooks.
412,2015-03-24 23:59:56+00:00,Rogue volleyball just smoked the iPad. We're gonna need an  Apple support team in here STAT.
413,2015-03-24 23:59:52+00:00,I think im going to make apple fritters yummy
414,2015-03-24 23:59:49+00:00,Staycation 2k15 Hmu at Apple mountain
415,2015-03-25 23:59:47+00:00,Beautiful dessert at @CHarbour_Hotel tonight crisp thin pastry on the apple &amp; almond tart &amp; clean &amp; pure sorbet . . . i was in heaven :)))
416,2015-03-25 23:59:36+00:00,Is the apple watch a personalized gps locator? #fnms231
417,2015-03-25 23:59:33+00:00,My neck will be Filled after I hit this Adams Apple 😤😨😬💉 #InkMyWholeBody
418,2015-03-25 23:59:24+00:00,6 iPhone 5 chargers in my house and not one of the useless things work? Apple can suck a dick! ✊💦💩 #Cunts
